,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Unnamed: 61
33,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,41093453544.9096,40767969453.696,41978852041.4426,44657169109.22401,48882938810.2204,53909570342.16901,60358632035.1532,64768831262.1761,70759031841.7237,77887510241.7083,87896095224.4234,99271961477.5203,113082820992.019,131321859214.07901,160408697648.262,173834029787.65198,206575564401.62302,211612156934.65,218632867449.81198,243072102185.41898,273853826377.01,306214863624.99,313506525087.136,340547711781.889,355372558103.62103,364756499450.75104,377437927311.983,431316742081.448,507354351182.25397,565055743243.2429,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,652825364726.275,631813279406.808,676082654640.91,742293448252.643,736379777892.562,757950678646.53,892380986367.854,1023196003074.56,1169357979864.66,1315415197461.21,1464977190205.75,1549131208997.19,1371153004986.44,1613464422811.13,1788647906047.76,1824288757447.57,1842628005830.18,1792883225804.38,1552807652015.37,1529760492201.35,
34,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256113714527.618,242631767248.70898,259823093659.716,273915105741.89102,310702556423.306,386114777052.74,412629652592.241,408895193163.935,447448444539.62,433914932035.509,427550058634.753,468161745109.39294,527146030956.31396,634284039973.081,762451562237.7991,885747879466.35,1001942855597.53,1260957147846.53,1523196377519.86,1279854250277.72,1312750149554.56,1446220607413.34,1350778814230.21,1421351670726.71,1461972726743.52,1281539342884.75,1303382786630.62,
35,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719.21614,10712712465.0522,11879982758.5619,13063643795.7884,14480556571.5476,15346741669.7575,16480058704.8531,17740013179.26,18942729779.1,20524886616.4789,,,,,,,,,,,118710309542.28099,108721034568.78099,111431738019.012,111035571006.622,106019113631.527,107496240242.562,154095512368.67,192981619165.773,208774024533.588,201572650956.66,257420293190.325,260459896582.985,271133679206.37198,263691005481.862,291913801052.862,341759012938.68896,329619351051.78,286604024805.347,294977518761.208,289884127679.404,271659728209.379,278628772872.719,301127808995.252,351982634291.23,393541693928.428,407535656039.19,429195591242.622,477407802315.895,551546962699.658,539528229942.101,581208562423.374,696278717728.1371,665054050620.785,684835034384.327,702705544908.583,670789928809.8821,659827235193.83,
36,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.61477,6262740656.85164,6439703434.710239,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369,,,,,,,,,,
37,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000.0,4609727272.72727,5416272727.27273,5668187500.0,5982347826.08696,6026593750.0,7072641025.641029,7013196078.431371,7167086956.521741,8377093023.25581,9126309734.513279,10884114754.0984,11853817307.6923,16836261173.1844,16210404183.5358,7622217352.342159,10341925249.0421,13962893421.5413,15989933708.1491,21803696985.2349,29036709871.7949,34509878043.5897,25325893205.657,20355959237.2128,19622527479.6913,17702885393.5099,18891048818.7426,22255407684.6999,26040229793.0697,29885685142.9107,33113887817.9731,37834793730.3133,45964327558.8836,49297773130.1185,57008425295.8256,73447063319.3034,78039572221.6024,84952360922.4679,81577430181.4074,75173794497.0321,77860932151.8471,70979923960.3742,69736811435.1032,75643459839.6008,99210392857.6116,122964812046.07301,154788024805.808,173605968179.255,179638496278.57397,172389498444.62,218537551220.071,252251992029.442,267122320056.702,278384332694.359,260990299051.17603,242517905161.727,247027912574.30103,
38,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716467625.3148,50056868957.6732,47209359005.6056,50706799902.5103,59708343488.5043,70436266146.7219,76720285969.6157,72881631326.6715,70846535055.6503,79705906247.4612,92602973434.0726,99800958648.1436,113687586299.051,138544284708.957,144182133387.722,163431551779.761,153940455341.50598,174938098826.569,149540650406.504,178282608695.65198,191150000000.0,195865079365.07898,205091603053.435,230685823754.78897,259946428571.429,309486394557.823,300759420289.855,272973094170.404,312353909465.021,347767206477.73303,360858508604.206,383372822299.65204,426915227629.51294,444730903968.185,564325246266.838,734548001963.907,863746361646.34,961603416246.472,1029043011921.59,1093997559885.48,1211346395438.73,1339395440432.04,1470549716080.71,1660287543796.06,1955347477285.91,2285965854313.36,2752132089196.58,3552182714426.55,4598205419718.8,5109954035775.98,6100620356557.32,7572554360442.62,8560546868811.69,9607224248684.59,10482371325324.7,11064664793255.7,11199145157649.2,
39,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.5719889,618245639.221382,645284344.6841179,761047045.8304019,921063266.4455211,919771356.426097,1024103034.29198,1082922892.15202,1281281245.67032,1361360157.26999,1455482990.24143,1584128262.0893302,1849400599.7755802,2508421234.8557,3070151901.06383,3893839190.26806,4662053707.7763,6265067857.86534,7900524897.8644,9142935857.947659,10175615441.8127,8432588483.85263,7567109766.611291,6838185418.53642,6841638714.5454,6977650069.33578,9158302205.36237,10087653189.3287,10255170459.986,9757410614.0812,10795850106.9547,10492628915.4927,11152971316.074,11045759468.9412,8313557450.25213,11000146839.497,12139234938.7863,11722142706.1278,12612033728.8572,12376639822.9265,10717022462.6859,11192560827.2962,12346919216.1359,15306602560.2533,16554441846.5192,17084928927.4555,17800887796.4987,20343635319.6174,24224903099.6283,24277493862.0625,24884505034.5564,25381616734.0693,27040562587.1771,31273049200.242996,35372603446.2605,32828516580.3451,36164644633.0972,
40,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,618740988.011405,657597382.7591519,699373701.2171379,723624365.288138,782384527.813649,814139855.756458,853268771.097081,934079050.346173,1053077155.17925,1152418514.82616,1160002260.94729,1233991075.11626,1430951331.8503401,1758727395.18703,2255496995.49378,2752771043.88609,3076592431.27204,3366368664.59706,4409920643.6422,5811444660.65752,6740756568.91566,7636345827.34308,7322914570.15588,7381854746.91629,7801858825.184159,8148223603.58398,10621158532.5193,12302471429.4318,12493286761.7341,11140055364.1502,11151578050.7356,12434370004.9586,11396310990.2197,13532137227.585,9220470913.32766,8733231184.34755,9732328115.73674,9840553235.89425,9629649416.89037,10486451144.4061,9287367235.25769,9633109349.64535,10879778384.1965,13621738837.1961,15775357014.6254,16587858856.6778,17953066721.0949,20431780377.8605,23322254113.5623,23381142146.6485,23622483983.7101,26587311527.5711,26472056037.7696,29567504655.4935,32050817632.9602,28415950981.4447,24204448566.6105,
41,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404132.31797,3086746936.3978896,3779841409.5526705,6213185773.92265,2881545277.1430697,4043901724.1376204,4532660145.328421,3384063359.82333,3909780525.37375,5032434970.84174,4877684933.12505,5594770351.56981,6173712809.28569,7870239463.584609,9596960174.34365,10237343153.4311,9648583220.472559,12344424775.9239,15372607995.4061,15068422242.0571,14394927492.9647,12537821039.8252,13651667370.5466,11006712649.2175,7857729192.856291,7195042615.84176,8095367168.161779,7661625472.51189,8861299976.68858,9021862775.254429,9349764580.35198,9087965281.52807,8206227134.008571,10707792340.0276,5820383305.5466795,5643439262.21735,5771454939.62404,6090840548.1878395,6215591269.89747,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14296507096.4135,16364029327.3457,19206060270.2521,18262773820.8055,20523285374.187,23849009737.6669,27463220380.0054,30014813755.772003,34028119332.6087,36188521106.9294,34998638634.1,
42,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.568997,151675739.160627,166521239.863281,172233430.871502,185693724.845331,198318063.86083502,220613582.369827,237397428.336429,251247458.012189,265040036.059116,274960699.85855,322128019.323561,410669262.897929,541973362.480998,585364635.354748,767102679.0186219,754549600.548182,765224030.636552,878771771.29105,1198749665.95066,1705796849.54655,1993512325.9228601,2160640566.5396,2097274289.61512,2193581366.40722,2160872541.41887,1849268214.68184,2297753649.2798,2212536313.33492,2389593021.9486604,2798746050.5823603,2724853507.6385603,2933222705.80382,1918970177.74925,1769365438.87155,2116003868.17928,2540697537.71673,2322719101.29807,1949481380.6404397,2353909441.71514,3219910666.03357,2794259783.08097,3019993738.77492,3495868808.0512,4648628921.36969,6087003176.11624,7731261310.93322,8394688284.062241,11859014004.0772,9593536531.23778,12007880590.4575,14425607224.168001,13677930123.5919,14085852120.4761,14177437627.2969,8553154505.836929,7833509443.39395,
43,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4040948153.7302203,4552914000.0,4968603735.58222,4838841455.55556,5992169466.66667,5790247619.047621,5452762962.96296,5727195020.23203,5918455409.8099,6405427873.70755,7198360460.198871,7820380970.53674,8671358732.68486,10315760000.3394,12370029583.6419,13098633901.8673,15341403660.4698,19470960619.1297,23263511958.0509,27940411250.2732,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894411351.983,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,40274204595.2296,41239551378.2482,49279585355.0948,55802538219.0264,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98203546156.3102,97933391976.08301,94684584162.77301,117074863821.85,146566264837.014,162590146096.414,207416494642.379,243982437870.84,233821670544.258,287018184637.529,335415156702.18604,369659700375.52,380191881860.372,378195716714.266,291519591532.951,282462548889.26,
44,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,123505640.914474,114271897.268272,107089552.302395,111519676.021905,107489822.704044,114490697.57503,162487763.894624,196433684.042405,207476554.806734,198733185.87510702,250030760.75478598,246823428.906664,266191040.37332797,263568114.44546202,185761822.560488,231896229.562629,230495751.44659302,212099634.69775102,215394066.068976,222580453.753844,203846427.73873702,220093812.206791,246737679.472106,317562269.371106,368143118.68996,380372892.60677403,406111873.539847,462453582.87362695,523134896.968654,524157261.014644,530493353.21893704,586281766.7599701,570865941.229395,618663921.8611599,647720707.076427,565689764.63263,616654490.471188,
45,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246875.53671598,139468114.59974098,140630758.594899,138476239.366792,132019065.033419,137728155.212661,190651207.999511,235253171.841062,264308140.28514904,267448513.108168,306891107.262039,319827058.592875,357160985.32741296,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.52486795,592416703.0588781,539227277.6264111,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.1569141,1107891063.43863,1513934037.24782,1789333748.6799,1711817181.52969,1664310769.55229,1864824080.6925602,1751888561.72747,1850951315.4556398,1858121723.2499301,1574288667.69981,1617467435.7700698,
46,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513829.994855,490325181.614275,479180824.348506,511902136.80997306,542578367.242598,592981162.264151,647305630.188679,699456618.867925,773841494.3396231,853630203.773585,984830158.490566,1077152902.29104,1238251695.55388,1528916185.23199,1666544754.09836,1960863465.5776,2412555425.90432,3072427012.8354697,3523208809.8016295,4035519323.22054,4831447001.166861,2623807074.2948,2606621255.01581,3976453966.7398295,4593908718.761721,4796628461.38614,5477895474.91039,5841132961.60586,6063759370.629371,6866402028.10997,7403457319.2047205,7168999428.244709,8528593084.487491,9537297507.16915,10432619390.3609,11513472693.8707,11618286553.3677,12552071367.1539,13617405420.1174,14195623424.811,14949514585.1585,15913363335.0564,16504795453.2822,17195867540.353,18529767934.4743,19952156474.8454,22600431878.0024,26743874286.8514,30612932802.8991,30562361123.0307,37268635287.0856,42262697840.385,46473128285.5589,49745088111.6953,50656002895.8763,54840103850.265,57435507212.256,
47,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1922640775.3720398,2080830143.04221,2195684581.0726104,2331959438.21902,2519261152.97369,2712715412.8748198,2942141442.47693,3158211274.70685,3140469906.3566,3417668655.56627,3760199658.87297,4088013918.5314703,4732543297.55318,5169932102.82734,6720764011.57956,7864013356.295909,8070017845.292991,9382602731.01336,9571657513.65075,10966585159.6649,13453485464.7329,14842851376.6236,16495461075.5827,16712010846.6962,15923806275.1117,15742679785.308998,14358714160.1057,15429015788.2553,16357329644.5497,16756727132.51,17873417057.5917,17682124581.2842,17403218746.3421,18271706185.3177,19289595454.1442,21134882108.6249,23041766083.4574,25732062006.8942,28249810016.98,30022260633.4195,32252030400.7358,33172149746.0103,34944596086.0711,37495408032.2944,41173138191.6472,46649069646.0953,52393433350.715996,58257681979.3301,66480563576.592995,55930530970.8562,60772694299.858,65739442150.8813,67860562821.0635,68729777391.3784,68744227741.6518,66799701061.8327,63540193020.0893,
48,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200.0,6914658400.0,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017300000.0,25366200000.0,25736331247.1786,28364615241.6894,30565400000.0,31682400000.0,33590500000.0,35901200000.0,38203000000.0,42643836074.8,52742800000.0,58603900000.0,60806300000.0,62080000000.0,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656100000.0,87132800000.0,,
49,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074.07495,,,,,,,,,,3207032512.94205,,,,,,,,,,,
51,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.682807,576090073.715036,734887973.975806,964026512.197839,1288715209.58084,2154311276.94859,2087496373.77964,2159242416.76942,2160364071.1902103,2278248953.14058,2430411900.19194,3090734463.2768397,3704813885.50548,4278792597.23965,4563482603.5503,5591130217.66965,5770197348.48485,6912150456.323339,6590291048.29211,7425703928.571429,9826778783.9586,9899623588.456709,9594298745.72406,10353506787.3303,10614455231.931,10183317624.8822,10567304189.4353,11618269230.7692,14576896942.2424,17422375000.0,18703146374.829,20403713461.2972,24077470572.1325,27839460963.8201,25942622950.8197,25562251655.6291,27427161523.4918,25012206090.1966,24054965480.616,23308212816.7706,19559942331.1523,19801664168.2788,
52,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315847383.7197,29557058174.1697,34451993226.0347,40452245779.1651,47364869195.7617,59537113790.5049,66775046785.4354,61621364981.4187,66372594575.1707,64719461254.5271,61474265134.5364,67375623427.4642,81696651658.8981,99300329682.0164,118976023159.71301,135990215966.67401,155213006071.979,188818155388.125,235204812643.14603,205729790694.015,207016402026.36398,227948349666.35397,207376427020.815,209402444996.10397,207818330723.835,185156359571.11603,192924593987.295,
53,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215021806498.156,249039217364.635,298667219346.133,396866742553.97,443618642959.716,488780155338.262,517787921003.573,598226205424.071,737668356280.428,878010536975.7759,946695355820.96,797443405711.813,773638200773.7571,767768378016.0859,722367608343.0691,729763282952.432,1042300769791.95,1293264353318.82,1395931548502.06,1393674332154.37,1764967948916.6,1861873895109.02,2123130870381.97,2068555542410.98,2205966011811.5,2591620035485.19,2503665193657.4,2218689375140.99,2243225519617.65,2199957383336.88,1949953934033.54,1950648769574.94,2079136081309.99,2505733634311.51,2819245095604.67,2861410272354.18,3002446368084.31,3439953462907.2,3752365607148.09,3418005001389.27,3417094562648.95,3757698281117.55,3543983909148.01,3752513503278.41,3879276587198.91,3363599907529.78,3466756880460.62,
54,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989527.96799505,,373371738.286415,395794538.630775,409220087.102818,452328087.28287596,462421998.525779,478058304.87111795,466048469.22985995,491689220.744875,497723960.589913,494004647.73437,502675542.00122696,514267869.300758,536080148.09729904,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.7775049,708633194.726566,768873684.032838,847918929.107984,999105339.2677289,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,1455000000.0,1588000000.0,1727000000.0,,
55,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370370.370370395,45170370.370370395,44296296.2962963,59100000.0,66218518.51851851,72051851.85185179,79925925.92592591,89848148.14814809,98585185.18518521,112074074.074074,126348148.148148,143766666.66666698,153374074.074074,166322222.222222,180437037.03703701,191759259.25925902,200418518.51851898,215459259.25925902,224037037.03703701,236444444.444444,245781481.48148102,258440740.740741,267740740.740741,335845814.814815,343119370.37037003,337695740.740741,350091222.22222203,374771481.481481,370370370.37037003,390370370.37037003,421375851.851852,458190185.18518496,489074333.333333,493824407.40740705,500988407.40740705,485905592.59259295,508447148.14814806,528178703.703704,517218962.962963,525424630.0,
56,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880.2777,6933842098.84548,7812968114.400121,8316692385.773859,9506678762.77765,10678897387.0006,11721248101.0874,12788479692.1939,13196541952.0,15009384584.5333,17075466666.6667,19085681968.1403,23232411897.6012,30730638895.7765,34160363582.6675,40474400473.3563,44575847808.1059,49784281716.4179,60362854966.8154,70366280174.8717,71127592753.5975,61877755004.6326,60412846238.7787,60644833242.2089,59105208272.9853,62658544411.3095,88078729452.4781,109414353171.645,115552848547.872,112409236409.401,138247261092.977,139224732275.463,152915624326.966,143195607581.857,156162311731.59802,185006961302.29898,187632400365.599,173537588008.176,176992000955.11,177965224620.85397,164158800460.219,164791416350.267,178635160297.415,218095997085.477,251373036671.06198,264467308109.19,282884912894.33,319423370134.284,353361056079.716,321241396034.248,321995350346.50104,344003209695.606,327148899962.146,343584385594.132,352296969840.949,301307828843.61304,306142937248.09,
57,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485400100.0,1666400000.0,1987300000.0,2344699900.0,2925600000.0,3599300100.0,3951399900.0,4587100200.0,4774400000.0,5498800100.0,6631000100.0,7266999800.0,7964000300.0,8622000100.0,10330399700.0,5044592912.6775,6122197810.1435795,5826987203.495629,5374315190.18405,6686592728.70663,7073674721.12418,9724402004.34906,11277676879.9612,12976408000.0,14511134920.6349,16358496124.031,18131813000.6281,19593869595.0191,21171523985.0642,21709726722.118,23996063503.0497,24892521236.9553,26571620978.7885,21277165885.6865,22039232609.9553,34004033803.9438,35952845582.5029,44169678153.1566,48288967303.4896,48376555305.6902,53954579003.5277,57746684847.0898,60613645121.3529,61965942056.6828,65231032303.2418,68102618092.1031,71583553488.0804,
58,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723648551.75208,2434776645.73628,2001468867.73344,2703014867.32834,2909351792.58659,3136258896.9233,3039834558.74906,3370843065.76735,3852115816.9775796,4257218772.15369,4863487492.65763,5077222366.97472,6761786386.54713,8715105930.491009,13209713643.3219,15557934268.4965,17728347374.994,20971901273.271,26364491313.4471,33243422157.6311,42345277342.0195,44348672667.8715,45207088715.6483,48801369800.3675,53698278905.9678,57937868670.1937,63696301892.8116,66742267773.1959,59089067187.3943,55631489801.5508,62045099642.7774,45715367087.1001,48003298223.1178,49946455210.965996,42542571305.5136,41764052457.8814,46941496779.8499,48177862501.9495,48187747528.899,48640574566.6476,54790245600.5846,54744714396.1666,56760288973.6703,67863829880.4832,85324998813.604,103198228458.58801,117027304746.54,134977087734.00801,171000691877.714,137211039898.19301,161207268655.392,200013051408.11603,209047389309.482,209783503258.224,213983107815.932,164779467703.299,156079606663.18802,
59,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80250607897.4713,70446120293.9302,64553859602.9319,69902870221.9516,81045260486.8772,94581389222.3104,103540620174.62401,100327594149.627,101263633884.657,113708383150.44301,126754872473.16301,136312702994.83301,154641092152.956,194701040987.763,219659412580.45898,246944087318.74103,250649893231.029,289645540998.115,280407523101.03,324803362089.114,374772179720.21,399918512930.105,419717430302.974,440418446521.644,478102543729.01,523953069728.02795,522473954708.346,516026891406.57794,572339843240.957,618571702696.759,662968550783.783,719500276654.131,806275873618.2859,885162771200.593,1064785347623.54,1314212366696.86,1509512132190.59,1563548446701.34,1433046627815.34,1576362586188.13,1737555451927.59,1848686476416.41,2046092163273.83,2315810256864.63,2685504072554.6,3105749295673.26,3737290328576.48,4727201576905.36,5984186206834.35,6493074986751.24,7874829344710.68,9625670980492.27,10738149376011.5,11854684976018.3,12748056303254.9,13267358556273.4,13510885067040.8,
60,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,152222021503.102,153174173789.089,158795369827.794,167975897835.713,192426156455.165,209993963772.447,207316686431.05103,217587076275.31302,235705718659.73602,263417168820.022,278414463364.509,300750846441.857,330264782812.664,422538233529.836,592504417822.074,636292930399.3729,694401920707.91,777069860599.9929,860276042756.7621,1045208440796.38,1289757085834.86,1441144663708.07,1371908131842.89,1385300584420.83,1365815981597.72,1397858695204.75,1418211765048.27,1429315977542.63,1535871536563.05,1568562659306.28,1806505172134.77,1912921517302.44,2098149661879.33,2302453002964.44,2408912031539.9,2468961701917.03,2694453298131.29,2878903970242.92,2839864195429.24,3010697292749.06,3265108230891.93,3224441922892.92,3131166808367.24,3500675725433.46,4066546525118.83,4742611342049.54,5428145324754.82,6446032068048.83,7272012608284.4,6990930969841.42,8490184886018.92,9567687630587.59,9956217405201.38,10199668619019.7,10409979185059.7,10123440406910.5,10274853795796.7,
61,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,153406062445.133,153851906489.076,157422860957.59802,175666653928.707,201828758065.12,224795305298.80603,251316895422.91397,272311886780.48398,300037540836.51,345620520780.581,406892268832.73706,451555305929.632,560418537433.306,738629607846.8729,850486001086.155,931183199853.3721,1023624295308.86,1220099418673.47,1539413405469.08,1671803883927.95,1806920411252.29,1994776943312.9,1953473277429.83,2073066401462.35,2223992929693.57,2358172144946.55,3076109459284.79,3598365917263.22,4330848600314.32,4529251580451.42,4740125610961.59,5337495034346.36,5827466927803.02,6542241886332.85,7302165972072.69,8297217618291.42,7993854682092.77,7649008381580.38,6857782846050.01,7656256420658.0,8283672555565.94,7705159083109.5,7827298972846.92,8605351856004.54,9651082222195.49,10292825485348.7,10913330711044.6,12205786067031.7,14097329803496.3,14526049741278.9,16934259897815.9,19633645544446.8,21013112141456.7,21256469783768.7,21894085979174.9,21765291253881.4,22477425046152.1,
62,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903702469910.52,960438672723.3671,926765119090.884,853278424758.7891,838260559328.055,727687093069.718,776931366529.1559,787851671889.667,820131784781.875,771871770861.159,650450056519.407,720049109208.4741,717065633312.417,820427017878.697,1037515255499.23,1367586660092.33,1726468996323.24,2114341890534.89,2727633767388.62,3372528990767.71,2655132038891.56,3156252483058.18,3871963192958.71,4070879223563.86,4302720557394.27,4078799138447.73,3120102822297.1,2979118476324.24,
63,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,432763685324.509,460668876592.491,503638735647.90796,555368983066.662,615028489294.961,669257339022.057,727080705610.445,782273534888.3259,815868539007.5259,895741081122.038,1007609884842.09,1136379130354.99,1361730567491.87,1729501999343.51,1954079227218.94,2282879504237.62,2372796286718.28,2689034117521.4,3282122941201.44,4015364706047.03,4548343163223.59,4048271618267.43,3900963906539.6,3784300665660.48,3637246299961.42,3764269446867.67,5137673243594.37,6348859470242.99,7067497880251.27,7224451847727.19,8837798957217.57,9118254483722.14,9780068883431.27,8987910993879.63,9400417935058.64,10827903895370.2,11055076580949.0,10489769869606.2,10749669669893.6,10628573427395.1,10011304103592.3,10112904613806.8,11061551679319.4,13475936343306.8,15710079754567.4,16731221185836.3,18108863489937.0,21160525702403.2,23218568155419.7,20419024790312.5,20905471026131.4,23146206945497.4,22278308473166.2,23253753489878.5,23602629398500.7,20278407939904.2,20162858489508.1,
64,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138.03016,979108806.848646,958598195.033967,1038389642.3141801,1156150890.06133,2387048255.4517303,2429309513.80854,2553596091.82258,2582180794.1855,3112166848.3004,2862504169.99893,2754220263.02528,3185987234.84089,3891755551.9413795,6599259420.99605,7731677256.80982,9091924304.83477,11026346589.5011,11922502170.6405,14175166007.5774,17881514682.8784,21810767209.3695,19929853574.6095,17152483214.3536,16912515183.2783,17149094589.9827,15314143988.0621,13945431882.2271,13051886552.3377,13890828707.6493,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000.0,28548945000.0,32432859000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,102292260000.0,100176808000.0,97802211000.0,
